customer_id;first_name;last_name;cidade;total_alugueis;gasto_total;temperatura;idade_ficticia;faixa_etaria
584;SALVADOR;TEEL;Banjul;30;129.7;25.3;25;18-25
585;PERRY;SWAFFORD;Quilmes;24;117.76;14.0;18;18-25
587;SERGIO;STANFIELD;Celaya;26;108.74;27.7;32;26-35
588;MARION;OCAMPO;Weifang;29;115.71;13.7;21;18-25
589;TRACY;HERRMANN;Loja;28;129.72;14.5;34;26-35
591;KENT;ARSENAULT;Juiz de Fora;27;134.73;14.7;27;26-35
593;RENE;MCALISTER;Garden Grove;26;113.74;20.2;29;26-35
594;EDUARDO;HIATT;Jining;27;130.73;20.3;27;26-35
595;TERRENCE;GUNDERSON;Jinzhou;30;117.7;18.3;24;18-25
597;FREDDIE;DUGGAN;Sullana;25;99.75;24.2;21;18-25
598;WADE;DELVALLE;Lausanne;22;83.78;7.1;22;18-25
599;AUSTIN;CINTRON;Tieli;19;83.81;20.3;31;26-35
